date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
22/6/2016,80,67,92,0,,,8.95,,,
23/6/2016,77,69,84,0,,,5.14,,,
24/6/2016,76,68,85,0,,,10.74,,,
25/6/2016,73,65,81,0,,,8.5,,,
26/6/2016,73,66,80,0,,,9.84,,,
27/6/2016,73,66,81,0.09,,,15.88,,,
28/6/2016,72,70,76,0.14,,,10.96,,,
29/6/2016,78,70,89,0,,,8.5,,,
30/6/2016,78,70,85,0,,,11.18,,,
1/7/2016,74,68,80,0.45,,,9.4,,,
2/7/2016,74,69,81,0,,,14.32,,,
3/7/2016,75,67,81,0,,,9.62,,,
4/7/2016,74,66,82,0.52,,,12.08,,,
5/7/2016,78,72,90,0.47,,,9.62,,,
6/7/2016,82,72,88,0,,,9.62,,,
7/7/2016,79,75,88,0.07,,,7.16,,,
8/7/2016,78,68,87,0.02,,,11.41,,,
9/7/2016,69,66,72,0.25,,,11.41,,,
10/7/2016,73,68,84,0,,,10.51,,,
11/7/2016,74,67,82,0,,,9.62,,,
12/7/2016,73,66,80,0,,,11.18,,,
13/7/2016,75,70,82,0,,,11.18,,,
14/7/2016,78,74,85,0.28,,,8.72,,,
15/7/2016,83,77,92,0,,,11.41,,,
16/7/2016,82,74,88,0.07,,,9.17,,,
17/7/2016,79,73,87,0,,,8.5,,,
18/7/2016,80,74,91,0.18,,,10.74,,,
19/7/2016,80,74,86,0,,,13.2,,,
20/7/2016,76,68,81,0,,,8.28,,,
21/7/2016,26.3,22,31,,,230,11.1,,,
22/7/2016,28.3,23,34,,,252,14.6,,,
23/7/2016,30.8,27,34,,,,9,,,
24/7/2016,29.1,26,33,,,,6.7,,,
25/7/2016,27,24,33,,,229,8.5,,,
26/7/2016,28,23,34,,,,7.2,,,
27/7/2016,28.7,26,32,,,,6.4,,,
28/7/2016,27.7,24,33,,,244,8.5,,,
29/7/2016,25.5,22,30,,,,10.5,,,
30/7/2016,25.3,23,30,,,,7.2,,,
31/7/2016,24.9,24,27,,,86,12.1,,,
1/8/2016,23.5,22,27,,,61,14,,,
2/8/2016,23.7,22,26,,,53,14.7,,,
3/8/2016,24.1,22,28,,,107,11.3,,,
4/8/2016,24.3,22,28,,,,8,,,
5/8/2016,25,22,28,,,231,10.5,,,
6/8/2016,26.5,23,32,,,,10.1,,,
7/8/2016,,,,,,,,,,
8/8/2016,,,,,,,,,,
9/8/2016,26.5,23,31,,,222,10.6,,,
10/8/2016,27.6,25,31,,,233,10.8,,,
11/8/2016,29.2,27,33,,,249,9.5,,,
12/8/2016,29,24,35,,,266,11.6,,,
13/8/2016,,,,,,,,,,
14/8/2016,31.1,28,35,,,,10.9,,,
15/8/2016,,,,,,,,,,
16/8/2016,28.7,26,31,,,216,11.2,,,
17/8/2016,28.3,26,31,,,,10.8,,,
18/8/2016,27.1,24,31,,,,5.5,,,
19/8/2016,27.9,25,32,,,,5.6,,,
20/8/2016,26.8,25,29,,,,9.3,,,
21/8/2016,27,25,31,,,168,13.2,,,
22/8/2016,24.8,22,28,,,,4.3,,,
23/8/2016,24.1,20,29,,,,6.5,,,
24/8/2016,25.3,21,30,,,232,10.6,,,
25/8/2016,25.5,22,29,,,232,13.3,,,
26/8/2016,28.8,24,34,,,,6.4,,,
27/8/2016,27.9,25,32,,,,7.5,,,
28/8/2016,26.5,24,31,,,,6.9,,,
29/8/2016,28.1,24,34,,,,9.4,,,
30/8/2016,25.9,23,29,,,238,12.4,,,
31/8/2016,26.3,24,31,,,,8.3,,,
1/9/2016,24,23,27,,,,8,,,
2/9/2016,24.5,21,29,,,,7.8,,,
3/9/2016,23.2,22,26,,,47,19.8,,,
4/9/2016,23.6,20,28,,,46,17.8,,,
5/9/2016,24.3,20,30,,,,10.9,,,
6/9/2016,25,23,27,,,68,14.8,,,
7/9/2016,25.7,23,30,,,,12.2,,,
8/9/2016,27,23,32,,,,5.8,,,
9/9/2016,29.5,27,32,,,,7.7,,,
10/9/2016,28.5,26,33,,,,8,,,
11/9/2016,26.8,23,30,,,,8.1,,,
12/9/2016,22.4,20,26,,,107,11.5,,,
13/9/2016,22.9,19,27,,,230,10.4,,,
14/9/2016,25.1,22,32,,,237,10.8,,,
15/9/2016,21.5,18,25,,,69,15.8,,,
16/9/2016,20.5,19,23,,,,7.4,,,
17/9/2016,21.5,18,26,,,,9,,,
18/9/2016,24.5,22,28,,,,9.3,,,
19/9/2016,22.8,22,24,,,,4.9,,,
20/9/2016,24.4,22,29,,,,5.2,,,
21/9/2016,25.6,22,31,,,,5.6,,,
22/9/2016,25.2,22,30,,,90,8.6,,,
23/9/2016,24.8,20,31,,,,4.8,,,
24/9/2016,20.1,17,25,,,51,12.6,,,
25/9/2016,19,15,24,,,,5.4,,,
26/9/2016,20,17,23,,,147,12.6,,,
27/9/2016,21.2,19,24,,,,10,,,
28/9/2016,,,,,,,,,,
29/9/2016,,,,,,,,,,
