STATION,NAME,DATE,DATN,WINDSPEED,HUMIDITY,RAINFALL,PRCP,TAVG,TMAX,TMIN
ASN00086282,"MELBOURNE AIRPORT, AS",25/1/2018,,15,87,0,0,73,86,61
ASN00086282,"MELBOURNE AIRPORT, AS",26/1/2018,,20,73,0,0.13,73,88,65
ASN00086282,"MELBOURNE AIRPORT, AS",27/1/2018,,28,99,0.8,0.15,81,93,68
ASN00086282,"MELBOURNE AIRPORT, AS",28/1/2018,,22,70,0,0,90,102,70
ASN00086282,"MELBOURNE AIRPORT, AS",29/1/2018,,11,44,2.8,0,70,94,80
ASN00086282,"MELBOURNE AIRPORT, AS",30/1/2018,,24,77,2.8,1.72,60,68,58
ASN00086282,"MELBOURNE AIRPORT, AS",31/1/2018,,19,80,22.2,0,58,66,53
ASN00086282,"MELBOURNE AIRPORT, AS",1/2/2018,,24,55,0,0,63,73,47
ASN00086282,"MELBOURNE AIRPORT, AS",2/2/2018,,22,69,0,0,65,74,55
ASN00086282,"MELBOURNE AIRPORT, AS",3/2/2018,,39,52,0,0,69,82,55
ASN00086282,"MELBOURNE AIRPORT, AS",4/2/2018,,28,65,0,0,69,82,56
ASN00086282,"MELBOURNE AIRPORT, AS",5/2/2018,,37,40,0,0,69,83,60
ASN00086282,"MELBOURNE AIRPORT, AS",6/2/2018,,20,67,0,0,74,87,60
ASN00086282,"MELBOURNE AIRPORT, AS",7/2/2018,,39,32,0,0,83,99,61
ASN00086282,"MELBOURNE AIRPORT, AS",8/2/2018,,43,66,0,0,73,86,67
ASN00086282,"MELBOURNE AIRPORT, AS",9/2/2018,,19,89,0,0,71,81,66
ASN00086282,"MELBOURNE AIRPORT, AS",10/2/2018,,28,53,0,0,70,88,63
ASN00086282,"MELBOURNE AIRPORT, AS",11/2/2018,,24,57,0,0.03,63,72,54
ASN00086282,"MELBOURNE AIRPORT, AS",12/2/2018,,15,61,0,0,64,75,58
ASN00086282,"MELBOURNE AIRPORT, AS",13/2/2018,,37,72,0,0,75,86,52
ASN00086282,"MELBOURNE AIRPORT, AS",14/2/2018,,35,68,0.6,0,62,75,62
ASN00086282,"MELBOURNE AIRPORT, AS",15/2/2018,,33,72,7,0,66,76,49
ASN00086282,"MELBOURNE AIRPORT, AS",16/2/2018,,11,85,15.4,0,62,75,55
ASN00086282,"MELBOURNE AIRPORT, AS",17/2/2018,,50,59,4.8,0,65,81,49
ASN00086282,"MELBOURNE AIRPORT, AS",18/2/2018,,15,58,28.2,0,67,80,52
ASN00086282,"MELBOURNE AIRPORT, AS",19/2/2018,,30,73,22.4,0.02,65,80,62
ASN00086282,"MELBOURNE AIRPORT, AS",20/2/2018,,30,95,0,0,70,85,53
ASN00086282,"MELBOURNE AIRPORT, AS",21/2/2018,,20,67,0,0,74,85,57
ASN00086282,"MELBOURNE AIRPORT, AS",22/2/2018,,26,60,0,0,75,84,65
ASN00086282,"MELBOURNE AIRPORT, AS",23/2/2018,,15,62,0,0.02,83,94,67
ASN00086282,"MELBOURNE AIRPORT, AS",24/2/2018,,30,51,0,0.02,68,93,72
ASN00086282,"MELBOURNE AIRPORT, AS",25/2/2018,,15,47,0,0,60,67,59
ASN00086282,"MELBOURNE AIRPORT, AS",26/2/2018,,13,91,0.2,0,67,80,51
ASN00086282,"MELBOURNE AIRPORT, AS",27/2/2018,,19,78,0,0,77,89,54
ASN00086282,"MELBOURNE AIRPORT, AS",28/2/2018,,24,58,0,0,69,90,64
ASN00086282,"MELBOURNE AIRPORT, AS",1/3/2018,,39,58,0,0.02,63,71,58
ASN00086282,"MELBOURNE AIRPORT, AS",2/3/2018,,17,71,0,0.01,65,76,57
ASN00086282,"MELBOURNE AIRPORT, AS",3/3/2018,,28,82,0,0,70,94,53
ASN00086282,"MELBOURNE AIRPORT, AS",4/3/2018,,7,70,0,0,62,72,53
ASN00086282,"MELBOURNE AIRPORT, AS",5/3/2018,,19,75,0,0,61,71,55
ASN00086282,"MELBOURNE AIRPORT, AS",6/3/2018,,28,81,,0,65,80,50
ASN00086282,"MELBOURNE AIRPORT, AS",7/3/2018,,31,74,82.2,0,71,86,52
ASN00086282,"MELBOURNE AIRPORT, AS",8/3/2018,,31,60,3.2,0,71,89,56
ASN00086282,"MELBOURNE AIRPORT, AS",9/3/2018,,22,78,0,0,71,89,53
ASN00086282,"MELBOURNE AIRPORT, AS",10/3/2018,,13,82,4.4,0,80,97,54
ASN00086282,"MELBOURNE AIRPORT, AS",11/3/2018,,19,80,0,0,64,79,63
ASN00086282,"MELBOURNE AIRPORT, AS",12/3/2018,,30,51,4.6,0,62,71,58
ASN00086282,"MELBOURNE AIRPORT, AS",13/3/2018,,22,76,15.4,0.02,62,72,56
ASN00086282,"MELBOURNE AIRPORT, AS",14/3/2018,,19,88,0.2,0,62,73,54
ASN00086282,"MELBOURNE AIRPORT, AS",15/3/2018,,31,64,,0,60,72,55
ASN00086282,"MELBOURNE AIRPORT, AS",16/3/2018,,15,79,0,0,70,81,51
ASN00086282,"MELBOURNE AIRPORT, AS",17/3/2018,,9,76,0.2,0,82,89,58
ASN00086282,"MELBOURNE AIRPORT, AS",18/3/2018,,20,64,0.4,0,62,76,72
ASN00086282,"MELBOURNE AIRPORT, AS",19/3/2018,,19,77,0,0,67,82,50
ASN00086282,"MELBOURNE AIRPORT, AS",20/3/2018,,30,71,0,0,57,65,58
ASN00086282,"MELBOURNE AIRPORT, AS",21/3/2018,,24,95,0,0,62,79,47
ASN00086282,"MELBOURNE AIRPORT, AS",22/3/2018,,24,77,11.2,0,70,82,49
ASN00086282,"MELBOURNE AIRPORT, AS",23/3/2018,,6,87,0.2,0,75,85,58
ASN00086282,"MELBOURNE AIRPORT, AS",24/3/2018,,11,58,6.2,0,68,75,67
ASN00086282,"MELBOURNE AIRPORT, AS",25/3/2018,,7,58,0,1.01,61,78,63
ASN00086282,"MELBOURNE AIRPORT, AS",26/3/2018,,31,55,0,0.13,55,67,48
ASN00086282,"MELBOURNE AIRPORT, AS",27/3/2018,,30,88,2,0,66,72,45
ASN00086282,"MELBOURNE AIRPORT, AS",28/3/2018,,20,73,0.2,0,68,87,51
ASN00086282,"MELBOURNE AIRPORT, AS",29/3/2018,,13,71,0,0,61,73,59
ASN00086282,"MELBOURNE AIRPORT, AS",30/3/2018,,11,70,0,0,62,76,51
ASN00086282,"MELBOURNE AIRPORT, AS",31/3/2018,,17,90,9.4,0,61,75,51
ASN00086282,"MELBOURNE AIRPORT, AS",1/4/2018,,22,89,0.2,0,67,83,52
ASN00086282,"MELBOURNE AIRPORT, AS",2/4/2018,,13,83,0,0,61,71,56
ASN00086282,"MELBOURNE AIRPORT, AS",3/4/2018,,28,86,0,0,60,69,51
ASN00086282,"MELBOURNE AIRPORT, AS",4/4/2018,,37,80,0,0,61,74,54
ASN00086282,"MELBOURNE AIRPORT, AS",5/4/2018,,28,71,0,0,60,69,53
ASN00086282,"MELBOURNE AIRPORT, AS",6/4/2018,,20,69,0,0,57,70,54
ASN00086282,"MELBOURNE AIRPORT, AS",7/4/2018,,13,72,21.2,0,62,73,47
ASN00086282,"MELBOURNE AIRPORT, AS",8/4/2018,,39,80,0,0,71,88,53
ASN00086282,"MELBOURNE AIRPORT, AS",9/4/2018,,6,83,0,0,67,79,54
ASN00086282,"MELBOURNE AIRPORT, AS",10/4/2018,,22,78,0,0,73,82,56
ASN00086282,"MELBOURNE AIRPORT, AS",11/4/2018,,28,78,6.8,0.01,71,87,61
ASN00086282,"MELBOURNE AIRPORT, AS",12/4/2018,,31,70,0,0,64,83,57
ASN00086282,"MELBOURNE AIRPORT, AS",13/4/2018,,15,83,4.2,0,66,78,50
ASN00086282,"MELBOURNE AIRPORT, AS",14/4/2018,,20,73,6.8,0,55,60,50
ASN00086282,"MELBOURNE AIRPORT, AS",15/4/2018,,11,82,11,0.23,62,67,47
ASN00086282,"MELBOURNE AIRPORT, AS",16/4/2018,,22,78,8,0.02,59,72,57
ASN00086282,"MELBOURNE AIRPORT, AS",17/4/2018,,9,86,0,0,50,61,51
ASN00086282,"MELBOURNE AIRPORT, AS",18/4/2018,,35,82,0,0,58,75,38
ASN00086282,"MELBOURNE AIRPORT, AS",19/4/2018,,22,63,0,0,57,75,48
ASN00086282,"MELBOURNE AIRPORT, AS",20/4/2018,,15,66,3.4,0,58,72,43
ASN00086282,"MELBOURNE AIRPORT, AS",21/4/2018,,7,61,1.2,0,58,77,48
ASN00086282,"MELBOURNE AIRPORT, AS",22/4/2018,,19,65,1.2,0,58,74,45
ASN00086282,"MELBOURNE AIRPORT, AS",23/4/2018,,24,75,0,0,71,84,45
ASN00086282,"MELBOURNE AIRPORT, AS",24/4/2018,,30,76,1,0,65,76,53
ASN00086282,"MELBOURNE AIRPORT, AS",25/4/2018,,15,82,0,0.02,59,71,59
ASN00086282,"MELBOURNE AIRPORT, AS",26/4/2018,,28,90,0,0,55,65,48
ASN00086282,"MELBOURNE AIRPORT, AS",27/4/2018,,28,95,0,0,54,63,47
ASN00086282,"MELBOURNE AIRPORT, AS",28/4/2018,,30,80,0,0,57,65,45
ASN00086282,"MELBOURNE AIRPORT, AS",29/4/2018,,33,85,0,0,54,65,51
ASN00086282,"MELBOURNE AIRPORT, AS",30/4/2018,,13,79,4.8,0,55,70,45
ASN00086282,"MELBOURNE AIRPORT, AS",1/5/2018,,15,91,,0,64,75,41
ASN00086282,"MELBOURNE AIRPORT, AS",2/5/2018,,17,87,0.2,0,65,73,54
ASN00086282,"MELBOURNE AIRPORT, AS",3/5/2018,,0,70,0,0,63,76,58
ASN00086282,"MELBOURNE AIRPORT, AS",4/5/2018,,13,44,0,0.13,54,62,50
ASN00086282,"MELBOURNE AIRPORT, AS",5/5/2018,,28,49,,0.02,58,69,48
ASN00086282,"MELBOURNE AIRPORT, AS",6/5/2018,,19,54,4.2,0,59,70,48
ASN00086282,"MELBOURNE AIRPORT, AS",7/5/2018,,39,31,0.2,0,60,66,50
ASN00086282,"MELBOURNE AIRPORT, AS",8/5/2018,,28,82,0.4,0.02,53,66,52
ASN00086282,"MELBOURNE AIRPORT, AS",9/5/2018,,33,73,0,0,55,65,45
ASN00086282,"MELBOURNE AIRPORT, AS",10/5/2018,,19,79,0,0.37,47,56,44
ASN00086282,"MELBOURNE AIRPORT, AS",11/5/2018,,13,67,0,0.6,54,56,43
ASN00086282,"MELBOURNE AIRPORT, AS",12/5/2018,,11,62,0,0.66,55,61,50
ASN00086282,"MELBOURNE AIRPORT, AS",13/5/2018,,9,78,0,0.2,52,61,51
ASN00086282,"MELBOURNE AIRPORT, AS",14/5/2018,,26,83,0.2,0,52,60,43
ASN00086282,"MELBOURNE AIRPORT, AS",15/5/2018,,43,73,0,0,50,57,44
ASN00086282,"MELBOURNE AIRPORT, AS",16/5/2018,,15,73,1.8,0.06,51,57,44
ASN00086282,"MELBOURNE AIRPORT, AS",17/5/2018,,24,58,2.4,0,55,57,48
ASN00086282,"MELBOURNE AIRPORT, AS",18/5/2018,,9,62,,0.02,53,63,51
ASN00086282,"MELBOURNE AIRPORT, AS",19/5/2018,,30,70,0.4,0,54,58,46
ASN00086282,"MELBOURNE AIRPORT, AS",20/5/2018,,37,62,7.2,0,56,61,49
ASN00086282,"MELBOURNE AIRPORT, AS",21/5/2018,,37,69,0.2,0.04,56,60,49
ASN00086282,"MELBOURNE AIRPORT, AS",22/5/2018,,20,82,0,0.04,55,61,53
ASN00086282,"MELBOURNE AIRPORT, AS",23/5/2018,,20,78,0.6,0.01,55,57,49
ASN00086282,"MELBOURNE AIRPORT, AS",24/5/2018,,30,47,0,0.01,54,60,52
ASN00086282,"MELBOURNE AIRPORT, AS",25/5/2018,,9,51,4.8,0,48,61,50
ASN00086282,"MELBOURNE AIRPORT, AS",26/5/2018,,43,58,,0,56,68,37
ASN00086282,"MELBOURNE AIRPORT, AS",27/5/2018,,35,64,0.2,0,60,68,46
ASN00086282,"MELBOURNE AIRPORT, AS",28/5/2018,,28,90,0,0,60,69,56
ASN00086282,"MELBOURNE AIRPORT, AS",29/5/2018,,39,81,0.4,0.08,51,62,53
ASN00086282,"MELBOURNE AIRPORT, AS",30/5/2018,,9,52,0,0,52,59,41
ASN00086282,"MELBOURNE AIRPORT, AS",31/5/2018,,22,66,0,0.11,46,57,46
ASN00086282,"MELBOURNE AIRPORT, AS",1/6/2018,,48,47,1.2,0,45,57,35
ASN00086282,"MELBOURNE AIRPORT, AS",2/6/2018,,31,59,3.4,0,47,57,36
ASN00086282,"MELBOURNE AIRPORT, AS",3/6/2018,,9,79,0.2,0.01,48,57,38
ASN00086282,"MELBOURNE AIRPORT, AS",4/6/2018,,30,71,2.8,0,51,59,41
ASN00086282,"MELBOURNE AIRPORT, AS",5/6/2018,,20,63,0,0.07,48,59,47
ASN00086282,"MELBOURNE AIRPORT, AS",6/6/2018,,9,47,3.6,0,55,66,38
ASN00086282,"MELBOURNE AIRPORT, AS",7/6/2018,,9,51,0,0,58,63,44
ASN00086282,"MELBOURNE AIRPORT, AS",8/6/2018,,37,43,0,0,53,55,53
ASN00086282,"MELBOURNE AIRPORT, AS",9/6/2018,,35,47,0,0.07,48,61,47
ASN00086282,"MELBOURNE AIRPORT, AS",10/6/2018,,7,35,0,0.01,49,60,37
ASN00086282,"MELBOURNE AIRPORT, AS",11/6/2018,,28,86,,0.01,55,61,40
ASN00086282,"MELBOURNE AIRPORT, AS",12/6/2018,,33,65,0.2,0.07,52,60,49
ASN00086282,"MELBOURNE AIRPORT, AS",13/6/2018,,26,68,0,0.01,49,56,43
ASN00086282,"MELBOURNE AIRPORT, AS",14/6/2018,,20,69,0,0.19,52,57,43
ASN00086282,"MELBOURNE AIRPORT, AS",15/6/2018,,19,73,0,0.02,48,57,48
ASN00086282,"MELBOURNE AIRPORT, AS",16/6/2018,,24,62,0,0.03,48,55,40
ASN00086282,"MELBOURNE AIRPORT, AS",17/6/2018,,39,60,0,0.78,49,53,43
ASN00086282,"MELBOURNE AIRPORT, AS",18/6/2018,,17,66,0,1.44,43,51,45
ASN00086282,"MELBOURNE AIRPORT, AS",19/6/2018,,11,68,0,0.08,45,55,35
ASN00086282,"MELBOURNE AIRPORT, AS",20/6/2018,,15,57,0,0,46,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",21/6/2018,,11,66,7.8,0,46,59,37
ASN00086282,"MELBOURNE AIRPORT, AS",22/6/2018,,26,38,0.6,0,48,59,37
ASN00086282,"MELBOURNE AIRPORT, AS",23/6/2018,,7,32,0,0,49,55,41
ASN00086282,"MELBOURNE AIRPORT, AS",24/6/2018,,22,83,0.6,0.01,48,54,44
ASN00086282,"MELBOURNE AIRPORT, AS",25/6/2018,,33,70,0,0,49,54,42
ASN00086282,"MELBOURNE AIRPORT, AS",26/6/2018,,33,56,0,0,46,57,45
ASN00086282,"MELBOURNE AIRPORT, AS",27/6/2018,,35,49,0,0,44,55,36
ASN00086282,"MELBOURNE AIRPORT, AS",28/6/2018,,17,84,3.8,0,47,49,37
ASN00086282,"MELBOURNE AIRPORT, AS",29/6/2018,,28,69,0,0.01,50,54,40
ASN00086282,"MELBOURNE AIRPORT, AS",30/6/2018,,13,54,0,0.02,46,57,46
ASN00086282,"MELBOURNE AIRPORT, AS",1/7/2018,,22,74,0,0.02,45,58,37
ASN00086282,"MELBOURNE AIRPORT, AS",2/7/2018,,22,91,0,0,48,57,35
ASN00086282,"MELBOURNE AIRPORT, AS",3/7/2018,,28,63,0,0,51,57,42
ASN00086282,"MELBOURNE AIRPORT, AS",4/7/2018,,11,61,0,0,55,60,48
ASN00086282,"MELBOURNE AIRPORT, AS",5/7/2018,,17,70,46.8,0,58,64,49
ASN00086282,"MELBOURNE AIRPORT, AS",6/7/2018,,22,48,,0,51,58,47
ASN00086282,"MELBOURNE AIRPORT, AS",7/7/2018,,35,56,0,0.06,50,54,46
ASN00086282,"MELBOURNE AIRPORT, AS",8/7/2018,,39,51,0,0.02,51,57,45
ASN00086282,"MELBOURNE AIRPORT, AS",9/7/2018,,19,63,,0.01,49,57,46
ASN00086282,"MELBOURNE AIRPORT, AS",10/7/2018,,28,49,3.6,0,47,52,43
ASN00086282,"MELBOURNE AIRPORT, AS",11/7/2018,,28,49,2,0,44,50,41
ASN00086282,"MELBOURNE AIRPORT, AS",12/7/2018,,35,78,0,0.01,46,53,35
ASN00086282,"MELBOURNE AIRPORT, AS",13/7/2018,,22,54,0.2,0,45,56,41
ASN00086282,"MELBOURNE AIRPORT, AS",14/7/2018,,20,70,,0,48,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",15/7/2018,,20,42,0,0,47,55,38
ASN00086282,"MELBOURNE AIRPORT, AS",16/7/2018,,19,48,0,0,48,55,43
ASN00086282,"MELBOURNE AIRPORT, AS",17/7/2018,,13,46,0,0,48,61,43
ASN00086282,"MELBOURNE AIRPORT, AS",18/7/2018,,26,41,7.2,0.06,50,58,40
ASN00086282,"MELBOURNE AIRPORT, AS",19/7/2018,,19,52,7.6,0,49,65,44
ASN00086282,"MELBOURNE AIRPORT, AS",20/7/2018,,35,45,0,0.09,46,53,40
ASN00086282,"MELBOURNE AIRPORT, AS",21/7/2018,,17,43,0,0.02,48,56,39
ASN00086282,"MELBOURNE AIRPORT, AS",22/7/2018,,15,66,,0,48,56,42
ASN00086282,"MELBOURNE AIRPORT, AS",23/7/2018,,30,40,,0.04,49,55,42
ASN00086282,"MELBOURNE AIRPORT, AS",24/7/2018,,33,66,0.8,0.02,50,61,44
ASN00086282,"MELBOURNE AIRPORT, AS",25/7/2018,,26,68,0.2,0.15,50,59,42
ASN00086282,"MELBOURNE AIRPORT, AS",26/7/2018,,39,71,8.4,0.02,50,57,42
ASN00086282,"MELBOURNE AIRPORT, AS",27/7/2018,,20,67,0.4,0,54,66,45
ASN00086282,"MELBOURNE AIRPORT, AS",28/7/2018,,35,55,17.4,0,56,64,47
ASN00086282,"MELBOURNE AIRPORT, AS",29/7/2018,,26,56,,0.06,48,57,49
ASN00086282,"MELBOURNE AIRPORT, AS",30/7/2018,,17,42,4.2,0.08,49,54,44
ASN00086282,"MELBOURNE AIRPORT, AS",31/7/2018,,22,69,0,0,51,59,42
ASN00086282,"MELBOURNE AIRPORT, AS",1/8/2018,,28,59,9.4,0.14,49,59,44
ASN00086282,"MELBOURNE AIRPORT, AS",2/8/2018,,19,51,,0,53,59,38
ASN00086282,"MELBOURNE AIRPORT, AS",3/8/2018,,26,50,25,0,50,63,46
ASN00086282,"MELBOURNE AIRPORT, AS",4/8/2018,,17,83,,0.09,52,58,41
ASN00086282,"MELBOURNE AIRPORT, AS",5/8/2018,,26,46,39.2,0,54,62,47
ASN00086282,"MELBOURNE AIRPORT, AS",6/8/2018,,28,62,3.4,0,47,57,45
ASN00086282,"MELBOURNE AIRPORT, AS",7/8/2018,,31,60,0,0,52,58,42
ASN00086282,"MELBOURNE AIRPORT, AS",8/8/2018,,26,47,0,0.03,47,62,48
ASN00086282,"MELBOURNE AIRPORT, AS",9/8/2018,,11,41,0.2,0.03,51,56,37
ASN00086282,"MELBOURNE AIRPORT, AS",10/8/2018,,20,59,0,0,56,67,47
ASN00086282,"MELBOURNE AIRPORT, AS",11/8/2018,,33,77,0,0.15,46,57,45
ASN00086282,"MELBOURNE AIRPORT, AS",12/8/2018,,22,38,34.6,0.02,52,58,38
ASN00086282,"MELBOURNE AIRPORT, AS",13/8/2018,,15,68,1.6,0,51,60,47
ASN00086282,"MELBOURNE AIRPORT, AS",14/8/2018,,19,83,0,0,56,62,44
ASN00086282,"MELBOURNE AIRPORT, AS",15/8/2018,,15,55,0,0,52,65,51
ASN00086282,"MELBOURNE AIRPORT, AS",16/8/2018,,20,59,0,0,49,58,40
ASN00086282,"MELBOURNE AIRPORT, AS",17/8/2018,,30,66,7.4,0,52,59,41
ASN00086282,"MELBOURNE AIRPORT, AS",18/8/2018,,26,32,0,0.02,46,57,44
ASN00086282,"MELBOURNE AIRPORT, AS",19/8/2018,,33,55,0,0.17,44,54,42
ASN00086282,"MELBOURNE AIRPORT, AS",20/8/2018,,26,63,0,0.06,48,53,39
ASN00086282,"MELBOURNE AIRPORT, AS",21/8/2018,,31,51,,0.03,48,53,41
ASN00086282,"MELBOURNE AIRPORT, AS",22/8/2018,,65,66,33,0.02,48,57,42
ASN00086282,"MELBOURNE AIRPORT, AS",23/8/2018,,15,68,0,0,49,62,39
ASN00086282,"MELBOURNE AIRPORT, AS",24/8/2018,,33,80,0,0,48,62,36
ASN00086282,"MELBOURNE AIRPORT, AS",25/8/2018,,24,57,0,0,48,63,36
ASN00086282,"MELBOURNE AIRPORT, AS",26/8/2018,,41,72,0,0,48,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",27/8/2018,,20,67,0,0.07,43,55,37
ASN00086282,"MELBOURNE AIRPORT, AS",28/8/2018,,20,71,,0,40,53,31
ASN00086282,"MELBOURNE AIRPORT, AS",29/8/2018,,13,69,13.2,0,47,57,28
ASN00086282,"MELBOURNE AIRPORT, AS",30/8/2018,,15,50,2.8,0,52,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",31/8/2018,,17,91,,0.02,52,61,45
ASN00086282,"MELBOURNE AIRPORT, AS",1/9/2018,,15,91,0.8,0.02,46,59,46
ASN00086282,"MELBOURNE AIRPORT, AS",2/9/2018,,11,59,0,0.13,45,55,38
ASN00086282,"MELBOURNE AIRPORT, AS",3/9/2018,,15,87,0,0.01,45,57,37
ASN00086282,"MELBOURNE AIRPORT, AS",4/9/2018,,20,67,0,0,53,66,35
ASN00086282,"MELBOURNE AIRPORT, AS",5/9/2018,,26,62,0,0,58,67,42
ASN00086282,"MELBOURNE AIRPORT, AS",6/9/2018,,20,64,,0,54,67,48
ASN00086282,"MELBOURNE AIRPORT, AS",7/9/2018,,24,53,2.8,0.17,47,58,42
ASN00086282,"MELBOURNE AIRPORT, AS",8/9/2018,,31,58,3.4,0,54,63,38
ASN00086282,"MELBOURNE AIRPORT, AS",9/9/2018,,35,74,0,0,57,65,47
ASN00086282,"MELBOURNE AIRPORT, AS",10/9/2018,,20,60,0,0,57,64,49
ASN00086282,"MELBOURNE AIRPORT, AS",11/9/2018,,20,78,,0,63,75,49
ASN00086282,"MELBOURNE AIRPORT, AS",12/9/2018,,26,75,6.6,0,53,65,45
ASN00086282,"MELBOURNE AIRPORT, AS",13/9/2018,,30,68,0,0,56,67,42
ASN00086282,"MELBOURNE AIRPORT, AS",14/9/2018,,44,67,0,0,63,73,44
ASN00086282,"MELBOURNE AIRPORT, AS",15/9/2018,,24,79,0,0.01,44,56,50
ASN00086282,"MELBOURNE AIRPORT, AS",16/9/2018,,9,69,7.6,0.07,48,57,37
ASN00086282,"MELBOURNE AIRPORT, AS",17/9/2018,,24,73,0,0,54,65,40
ASN00086282,"MELBOURNE AIRPORT, AS",18/9/2018,,15,82,0,0,52,71,47
ASN00086282,"MELBOURNE AIRPORT, AS",19/9/2018,,30,48,0,0.02,47,60,41
ASN00086282,"MELBOURNE AIRPORT, AS",20/9/2018,,31,46,0,0.13,51,64,36
ASN00086282,"MELBOURNE AIRPORT, AS",21/9/2018,,20,66,0,0,53,66,43
ASN00086282,"MELBOURNE AIRPORT, AS",22/9/2018,,35,75,0,0,56,68,41
ASN00086282,"MELBOURNE AIRPORT, AS",23/9/2018,,33,76,,0.05,48,55,48
ASN00086282,"MELBOURNE AIRPORT, AS",24/9/2018,,22,47,10,0,51,60,38
ASN00086282,"MELBOURNE AIRPORT, AS",25/9/2018,,37,48,25.6,0,46,58,44
ASN00086282,"MELBOURNE AIRPORT, AS",26/9/2018,,31,80,0.6,0,55,66,37
ASN00086282,"MELBOURNE AIRPORT, AS",27/9/2018,,15,79,,0,58,76,44
ASN00086282,"MELBOURNE AIRPORT, AS",28/9/2018,,9,74,0,0,47,59,44
ASN00086282,"MELBOURNE AIRPORT, AS",29/9/2018,,26,72,0,0.03,49,58,38
ASN00086282,"MELBOURNE AIRPORT, AS",30/9/2018,,17,80,0,0,49,62,40
ASN00086282,"MELBOURNE AIRPORT, AS",1/10/2018,,19,78,0,0,60,74,37
ASN00086282,"MELBOURNE AIRPORT, AS",2/10/2018,,30,77,0,0,69,79,51
ASN00086282,"MELBOURNE AIRPORT, AS",3/10/2018,,28,55,0,0,55,66,59
ASN00086282,"MELBOURNE AIRPORT, AS",4/10/2018,,24,91,0,0,52,62,50
ASN00086282,"MELBOURNE AIRPORT, AS",5/10/2018,,22,75,,0,55,67,41
ASN00086282,"MELBOURNE AIRPORT, AS",6/10/2018,,0,79,3,0,59,76,43
ASN00086282,"MELBOURNE AIRPORT, AS",7/10/2018,,28,63,0,0,64,78,44
ASN00086282,"MELBOURNE AIRPORT, AS",8/10/2018,,31,75,10,0,67,81,51
ASN00086282,"MELBOURNE AIRPORT, AS",9/10/2018,,20,82,0.4,0.01,54,62,56
ASN00086282,"MELBOURNE AIRPORT, AS",10/10/2018,,17,68,0,0.33,50,61,47
ASN00086282,"MELBOURNE AIRPORT, AS",11/10/2018,,17,58,0,0,54,67,38
ASN00086282,"MELBOURNE AIRPORT, AS",12/10/2018,,20,53,0,0,59,73,42
ASN00086282,"MELBOURNE AIRPORT, AS",13/10/2018,,17,73,0.2,0,64,76,44
ASN00086282,"MELBOURNE AIRPORT, AS",14/10/2018,,9,85,0.4,0,71,81,50
ASN00086282,"MELBOURNE AIRPORT, AS",15/10/2018,,9,87,0,0,74,81,61
ASN00086282,"MELBOURNE AIRPORT, AS",16/10/2018,,9,86,0,0,63,74,65
ASN00086282,"MELBOURNE AIRPORT, AS",17/10/2018,,13,57,0,0.3,63,73,58
ASN00086282,"MELBOURNE AIRPORT, AS",18/10/2018,,13,71,0,0.09,61,70,56
ASN00086282,"MELBOURNE AIRPORT, AS",19/10/2018,,9,84,0,0,69,82,50
ASN00086282,"MELBOURNE AIRPORT, AS",20/10/2018,,17,99,0,0.23,51,62,50
ASN00086282,"MELBOURNE AIRPORT, AS",21/10/2018,,17,86,0,0.56,57,66,44
ASN00086282,"MELBOURNE AIRPORT, AS",22/10/2018,,26,72,0,0,65,81,46
ASN00086282,"MELBOURNE AIRPORT, AS",23/10/2018,,35,75,0,0,53,68,48
ASN00086282,"MELBOURNE AIRPORT, AS",24/10/2018,,43,69,,0,51,62,40
ASN00086282,"MELBOURNE AIRPORT, AS",25/10/2018,,28,89,22.8,0,55,72,41
ASN00086282,"MELBOURNE AIRPORT, AS",26/10/2018,,11,75,1.6,0,55,66,43
ASN00086282,"MELBOURNE AIRPORT, AS",27/10/2018,,22,67,0,0,55,70,45
ASN00086282,"MELBOURNE AIRPORT, AS",28/10/2018,,30,66,19.8,0,54,63,47
ASN00086282,"MELBOURNE AIRPORT, AS",29/10/2018,,41,76,2.8,0,55,65,48
ASN00086282,"MELBOURNE AIRPORT, AS",30/10/2018,,9,90,,0,64,80,43
ASN00086282,"MELBOURNE AIRPORT, AS",31/10/2018,,24,93,1.6,0,60,70,54
ASN00086282,"MELBOURNE AIRPORT, AS",1/11/2018,,26,88,0,0,81,94,51
ASN00086282,"MELBOURNE AIRPORT, AS",2/11/2018,,37,82,,0.03,68,91,58
ASN00086282,"MELBOURNE AIRPORT, AS",3/11/2018,,35,72,1.6,0,58,72,51
ASN00086282,"MELBOURNE AIRPORT, AS",4/11/2018,,19,74,0,0,64,77,44
ASN00086282,"MELBOURNE AIRPORT, AS",5/11/2018,,26,61,0,0.13,69,83,56
ASN00086282,"MELBOURNE AIRPORT, AS",6/11/2018,,24,81,,0.3,58,71,59
ASN00086282,"MELBOURNE AIRPORT, AS",7/11/2018,,13,65,0,1.64,51,63,45
ASN00086282,"MELBOURNE AIRPORT, AS",8/11/2018,,6,72,0,0.03,54,65,42
ASN00086282,"MELBOURNE AIRPORT, AS",9/11/2018,,35,76,,0,56,68,44
